source_path,source_format,extraction_path_old_archive,status,basis,engine,characters,manifest
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-9.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL-9.txt,OK,manifest-exact,PyMuPDF,4524,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SCALAR_ANGULAR_TORSION___PHYS_D_FINAL.pdf,pdf,_AUTO_EXTRACTED_TEXT/SCALAR_ANGULAR_TORSION___PHYS_D_FINAL.txt,OK,manifest-exact,PyMuPDF,4971,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
SSATOBLOC.pdf,pdf,_AUTO_EXTRACTED_TEXT/SSATOBLOC.txt,OK,manifest-exact,PyMuPDF,8405,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
ST-QM-GR-SM (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/ST-QM-GR-SM (nolat).txt,OK,manifest-exact,PyMuPDF,11904,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
STANDARD ATOM (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/STANDARD ATOM (nolat).txt,OK,manifest-exact,PyMuPDF,25294,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
STANDARD ATOM.pdf,pdf,_AUTO_EXTRACTED_TEXT/STANDARD ATOM.txt,OK,manifest-exact,PyMuPDF,22649,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Satobloc Minimal Drafts/SATOBLOC.pdf,pdf,_AUTO_EXTRACTED_TEXT/SATOBLOC.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Scalar-Angular-Twist.pdf,pdf,_AUTO_EXTRACTED_TEXT/Scalar-Angular-Twist.txt,OK,manifest-exact,PyMuPDF,36454,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Submission_for_Physics_Review_D.pdf,pdf,_AUTO_EXTRACTED_TEXT/Submission_for_Physics_Review_D.txt,OK,manifest-exact,PyMuPDF,7722,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
THE FUNDAMENTAL INTUITIONS — EXTENDED 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/THE FUNDAMENTAL INTUITIONS — EXTENDED 2.txt,OK,manifest-exact,PyMuPDF,12358,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
THE FUNDAMENTAL INTUITIONS — EXTENDED.pdf,pdf,_AUTO_EXTRACTED_TEXT/THE FUNDAMENTAL INTUITIONS — EXTENDED.txt,OK,manifest-exact,PyMuPDF,12358,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
THE SEED 1 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/THE SEED 1 2.txt,OK,manifest-exact,PyMuPDF,48139,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
THE SEED 1.pdf,pdf,_AUTO_EXTRACTED_TEXT/THE SEED 1.txt,OK,manifest-exact,PyMuPDF,48139,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
THE SEED 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/THE SEED 2.txt,OK,manifest-exact,PyMuPDF,50807,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
THE SEED 3.pdf,pdf,_AUTO_EXTRACTED_TEXT/THE SEED 3.txt,OK,manifest-exact,PyMuPDF,50807,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Test (1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Test (1).txt,OK,manifest-exact,PyMuPDF,41305,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Test.pdf,pdf,_AUTO_EXTRACTED_TEXT/Test.txt,OK,manifest-exact,PyMuPDF,38706,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Theorizer_Emeritus_SAT_Development_Annotated.pdf,pdf,_AUTO_EXTRACTED_TEXT/Theorizer_Emeritus_SAT_Development_Annotated.txt,OK,manifest-exact,PyMuPDF,2183,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
This integration plan addresses your query by detailing the necessary….pdf,pdf,_AUTO_EXTRACTED_TEXT/This integration plan addresses your query by detailing the necessary….txt,OK,manifest-exact,PyMuPDF,19565,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
UI CONFIGURATION (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/UI CONFIGURATION (nolat).txt,OK,manifest-exact,PyMuPDF,27453,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
UNIT CELL.pdf,pdf,_AUTO_EXTRACTED_TEXT/UNIT CELL.txt,OK,manifest-exact,PyMuPDF,57759,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Universal Indicatrix in my words CHARACTERIZATION (Nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/Universal Indicatrix in my words CHARACTERIZATION (Nolat).txt,OK,manifest-exact,PyMuPDF,3550,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
VARIOUS LAGRANGIANS (speculative) 2.pdf,pdf,_AUTO_EXTRACTED_TEXT/VARIOUS LAGRANGIANS (speculative) 2.txt,OK,manifest-exact,PyMuPDF,66780,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
VARIOUS LAGRANGIANS (speculative).pdf,pdf,_AUTO_EXTRACTED_TEXT/VARIOUS LAGRANGIANS (speculative).txt,OK,manifest-exact,PyMuPDF,66780,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Visualizations (O.4D era)/SAT_4D_LEGACY_REFERENCE.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LEGACY_REFERENCE.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_4D_LIVE_DRAFT-10Jul2025 - Copy.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_CLEAN.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_CLEAN.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_DATA_FITS.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_DATA_FITS.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O1.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O2.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O2.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O3.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O3.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O4.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O4.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O5.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O5.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O6.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O6.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O7_tentative.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O7_tentative.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_O_Glossary_1.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_O_Glossary_1.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/SAT_ST_integration_test.pdf,pdf,_AUTO_EXTRACTED_TEXT/SAT_ST_integration_test.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/Test (1).pdf,pdf,_AUTO_EXTRACTED_TEXT/Test (1).txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
Visualizations (O.4D era)/Test.pdf,pdf,_AUTO_EXTRACTED_TEXT/Test.txt,LEGACY_NAME_MATCH,legacy-basename-unique,,,
WHIRLIGIG SUMMARY (nolat).pdf,pdf,_AUTO_EXTRACTED_TEXT/WHIRLIGIG SUMMARY (nolat).txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,19968,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
WHIRLIGIG SUMMARY-1.pdf,pdf,_AUTO_EXTRACTED_TEXT/WHIRLIGIG SUMMARY-1.txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,19968,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Wanna_Bounce_.pdf,pdf,_AUTO_EXTRACTED_TEXT/Wanna_Bounce_.txt,OK,manifest-exact,PyMuPDF,99395,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
Wavefront_BrainTrust_Captioned.pdf,pdf,_AUTO_EXTRACTED_TEXT/Wavefront_BrainTrust_Captioned.txt,OK,manifest-exact,PyMuPDF,1377,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
[VISUAL_INSP].pdf,pdf,_AUTO_EXTRACTED_TEXT/[VISUAL_INSP].txt,OK,manifest-exact,OCRmyPDF + PyMuPDF,474,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
s2Submission_for_Physics_Review_D.pdf,pdf,_AUTO_EXTRACTED_TEXT/s2Submission_for_Physics_Review_D.txt,OK,manifest-exact,PyMuPDF,10370,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
s3Submission_for_Physics_Review_D.pdf,pdf,_AUTO_EXTRACTED_TEXT/s3Submission_for_Physics_Review_D.txt,OK,manifest-exact,PyMuPDF,35580,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
sSubmission_for_Physics_Review_D.pdf,pdf,_AUTO_EXTRACTED_TEXT/sSubmission_for_Physics_Review_D.txt,OK,manifest-exact,PyMuPDF,38523,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
✅SAT BIG PAPER.pdf,pdf,_AUTO_EXTRACTED_TEXT/✅SAT BIG PAPER.txt,OK,manifest-exact,PyMuPDF,197223,_AUTO_EXTRACTED_TEXT/_manifests/2026-09-10_root_pdf_extraction_pass_002.json
